nome,tecnologia,outrosDetalhes,tecnologias,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) PHP Pleno","CSS,Bootstrap,HTML,JavaScript,MySQL,PHP","CliniSYS - Tecnologia e Sistemas de Saúde,Remoto,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'Bootstrap', 'HTML', 'JavaScript', 'MySQL', 'PHP']",Pleno,Remoto,CLT,5.000,CSS,Bootstrap,HTML,JavaScript,MySQL,PHP,,,,,,
"Vencida, Senior React Developer","Angular,Backbone.js,CSS,HTML,JavaScript,ReactJS","BairesDev,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora","['Angular', 'Backbone.js', 'CSS', 'HTML', 'JavaScript', 'ReactJS']",Não especificado,Remoto,PJ,,Angular,Backbone.js,CSS,HTML,JavaScript,ReactJS,,,,,,
"Vencida, Software Engineer - Front-End Sênior (VueJS) [INTERNACIONAL]","Testes automatizados,Vue.js,JavaScript","Novatics Tecnologia,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora","['Testes automatizados', 'Vue.js', 'JavaScript']",Sênior,Remoto,PJ,18.000,Testes automatizados,Vue.js,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Web - Pleno [Presencial] Aracaju - SE","Java,JavaScript,SQL,HTML","Gol Software,Aracaju, Sergipe, Brazil,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['Java', 'JavaScript', 'SQL', 'HTML']",Pleno,Não Remoto,CLT,,Java,JavaScript,SQL,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior","Java,Lean,jQuery","BairesDev,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora","['Java', 'Lean', 'jQuery']",Sênior,Remoto,PJ,,Java,Lean,jQuery,,,,,,,,,
"Vencida, Desenvolvedor(a) Node Sênior","API,HLSL,Lean,Node.js","BairesDev,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora","['API', 'HLSL', 'Lean', 'Node.js']",Sênior,Remoto,PJ,,API,HLSL,Lean,Node.js,,,,,,,,
"Vencida, Full-stack Developer (React/Node)","JavaScriptMVC,Node.js,ReactJS,TypeScript","lemon.io,Remoto,Startup,Acima de R$18.000,Pleno,CLT,Aceita candidatos de fora","['JavaScriptMVC', 'Node.js', 'ReactJS', 'TypeScript']",Não especificado,Remoto,CLT,,JavaScriptMVC,Node.js,ReactJS,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) Android Java (Híbrido - Belo Horizonte)","API,JSON,Kotlin,Java","Grupo Hinova,Belo Horizonte, Minas Gerais, Brasil,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['API', 'JSON', 'Kotlin', 'Java']",Não especificado,Não Remoto,CLT / PJ,5.000,API,JSON,Kotlin,Java,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile em Flutter (DART)  [Pleno]","Android Studio,Dart,Flutter","Omni Saúde,São Paulo, São Paulo, Brasil,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['Android Studio', 'Dart', 'Flutter']",Pleno,Não Remoto,PJ,8.000,Android Studio,Dart,Flutter,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) .Net Jr. ","Angular,C#,.NET Core","Talent Group,Remoto,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora","['Angular', 'C#', '.NET Core']",Não especificado,Remoto,CLT,,Angular,C#,.NET Core,,,,,,,,,
"Vencida, CampusPress Sales Support Specialist","Administrador de sistema,Salesforce,WordPress","Incsub, LLC,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora","['Administrador de sistema', 'Salesforce', 'WordPress']",Não especificado,Remoto,CLT,8.000,Administrador de sistema,Salesforce,WordPress,,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior (Supply Chain)","Docker,Java,kubernetes,ORACLE,PLSQL,TDD","Luby Software do seu jeito ,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['Docker', 'Java', 'kubernetes', 'ORACLE', 'PLSQL', 'TDD']",Sênior,Remoto,PJ,,Docker,Java,kubernetes,ORACLE,PLSQL,TDD,,,,,,
"Vencida, Suporte N3 Pleno ","JavaScript,.NET,Node.js,PostgreSQL,ReactJS,SQL","Shark IT,Remoto,Pequena/média empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora","['JavaScript', '.NET', 'Node.js', 'PostgreSQL', 'ReactJS', 'SQL']",Pleno,Remoto,PJ,10.000,JavaScript,.NET,Node.js,PostgreSQL,ReactJS,SQL,,,,,,
"Vencida, Programador(a) PHP JR - Home Office","API,CSS,jQuery,Laravel,MySQL,PHP","Atender Digital,Remoto,Startup,Júnior,PJ,Aceita candidatos de fora","['API', 'CSS', 'jQuery', 'Laravel', 'MySQL', 'PHP']",Não especificado,Remoto,PJ,,API,CSS,jQuery,Laravel,MySQL,PHP,,,,,,
"Vencida, WordPress Support Specialist at CampusPress","CSS,HTML,MySQL,PHP,WordPress","Incsub, LLC,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'HTML', 'MySQL', 'PHP', 'WordPress']",Não especificado,Remoto,CLT,8.000,CSS,HTML,MySQL,PHP,WordPress,,,,,,,
"Vencida, WordPress Support Specialist","CSS,HTML,MySQL,PHP,WordPress","Incsub, LLC,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'HTML', 'MySQL', 'PHP', 'WordPress']",Não especificado,Remoto,CLT,8.000,CSS,HTML,MySQL,PHP,WordPress,,,,,,,
"Vencida, Desenvolvedor(a) Javascript Pleno","CSS,HTML,JavaScript,Node.js","Market Media,Remoto,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['CSS', 'HTML', 'JavaScript', 'Node.js']",Pleno,Remoto,CLT / PJ,5.000,CSS,HTML,JavaScript,Node.js,,,,,,,,
"Vencida, Desenvolvedor(a) Machine Learning Fullstack","Machine learning,Big Data,Pandas,Python","Inkluziva,Brasília, Distrito Federal, Brasil,Pequena/média empresa,Até R$15.000,Sênior,PJ,Aceita candidatos de fora","['Machine learning', 'Big Data', 'Pandas', 'Python']",Não especificado,Não Remoto,PJ,15.000,Machine learning,Big Data,Pandas,Python,,,,,,,,
"Vencida, Desenvolvedor(a) C# Pleno","C#,SQL Server,Web API","Market Media,Remoto,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['C#', 'SQL Server', 'Web API']",Pleno,Remoto,CLT / PJ,5.000,C#,SQL Server,Web API,,,,,,,,,
"Vencida, Desenvolvedor(a) Sênior ","Administrador de sistema,FreeMarker,Java,PHP,Python","Banco Bullion ,Remoto,Pequena/média empresa,Até R$3.000,Sênior,CLT,Não aceita candidatos de fora","['Administrador de sistema', 'FreeMarker', 'Java', 'PHP', 'Python']",Sênior,Remoto,CLT,3.000,Administrador de sistema,FreeMarker,Java,PHP,Python,,,,,,,
"Vencida, Tech Lead React Native ","Android,AWS S3,Google Cloud,iOS,PHP,React Native","Shark IT,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora","['Android', 'AWS S3', 'Google Cloud', 'iOS', 'PHP', 'React Native']",Não especificado,Não Remoto,PJ,18.000,Android,AWS S3,Google Cloud,iOS,PHP,React Native,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Júnior","API,CSS,HTML,MongoDB,MySQL,PHP","Gokei Tecnologia,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$2.500,Júnior,CLT,Não aceita candidatos de fora","['API', 'CSS', 'HTML', 'MongoDB', 'MySQL', 'PHP']",Júnior,Não Remoto,CLT,2.500,API,CSS,HTML,MongoDB,MySQL,PHP,,,,,,
"Vencida, DESENVOLVEDOR(A) PLENO NODE","API,AWS S3,MongoDB,SQL,Node.js","LF CONNECT,Remoto,Pequena/média empresa,Até R$3.500,Pleno,PJ,Aceita candidatos de fora","['API', 'AWS S3', 'MongoDB', 'SQL', 'Node.js']",Pleno,Remoto,PJ,3.500,API,AWS S3,MongoDB,SQL,Node.js,,,,,,,
"Vencida, Desenvolvedor(a) Python Pleno","Django,Java,Python","IGS Desenvolvimento de Software ,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['Django', 'Java', 'Python']",Pleno,Não Remoto,CLT,7.000,Django,Java,Python,,,,,,,,,
"Vencida, React & React Native Developer","API,ReactJS,React Native","lemon.io,Remoto,Startup,Acima de R$18.000,Pleno,CLT,Aceita candidatos de fora","['API', 'ReactJS', 'React Native']",Não especificado,Remoto,CLT,,API,ReactJS,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno - 100% Remoto","DevOps,JavaScript,Node.js,PHP,ReactJS,SQL","Weef,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora","['DevOps', 'JavaScript', 'Node.js', 'PHP', 'ReactJS', 'SQL']",Pleno,Remoto,CLT / PJ,8.000,DevOps,JavaScript,Node.js,PHP,ReactJS,SQL,,,,,,
"Vencida, Desenvolvedor(a) Front-end Vue.js Pleno","Git,Laravel,TypeScript,Vue.js","Datasigh,Remoto,Pequena/média empresa,Até R$4.000,Pleno,PJ,Aceita candidatos de fora","['Git', 'Laravel', 'TypeScript', 'Vue.js']",Pleno,Remoto,PJ,4.000,Git,Laravel,TypeScript,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) React Native Pleno","ReactJS,Node.js,React Native","FitLab,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora","['ReactJS', 'Node.js', 'React Native']",Pleno,Remoto,PJ,,ReactJS,Node.js,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","Git,HTML,Linux,MySQL,PHP,TypeScript","Green4T,Remoto,Startup,Pleno,CLT,Aceita candidatos de fora","['Git', 'HTML', 'Linux', 'MySQL', 'PHP', 'TypeScript']",Pleno,Remoto,CLT,,Git,HTML,Linux,MySQL,PHP,TypeScript,,,,,,
"Vencida, Vaga para CTO em Fintech/Startup em Fase de Scale-Up","Cloud,Java,PHP,Python,SQL","FazPay,Vitória, Espírito Santo, Brasil,Startup,Até R$10.000,Sênior,PJ,Aceita candidatos de fora","['Cloud', 'Java', 'PHP', 'Python', 'SQL']",Não especificado,Não Remoto,PJ,10.000,Cloud,Java,PHP,Python,SQL,,,,,,,
"Vencida, Vaga Desenvolvedor(a) Flutter Sênior","Flutter,CSS,Git","Investidor10,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora","['Flutter', 'CSS', 'Git']",Sênior,Remoto,PJ,,Flutter,CSS,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno (Web.NET/C#)","ASP.NET,C#,CSS,Git,jQuery,JavaScript","Mark Up,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['ASP.NET', 'C#', 'CSS', 'Git', 'jQuery', 'JavaScript']",Pleno,Remoto,PJ,7.000,ASP.NET,C#,CSS,Git,jQuery,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) Front-end React Pleno","JavaScript,NextJS,ReactJS,Redux,Styled-Components,TypeScript","Wejam,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['JavaScript', 'NextJS', 'ReactJS', 'Redux', 'Styled-Components', 'TypeScript']",Pleno,Remoto,PJ,,JavaScript,NextJS,ReactJS,Redux,Styled-Components,TypeScript,,,,,,
"Vencida, Programador(a) PHP Fullstack Sênior","HTML,Laravel,ReactJS,MySQL,PHP,S.O.L.I.D","Redbelt Security,Remoto,Pequena/média empresa,Até R$8.000,Sênior,CLT,Aceita candidatos de fora","['HTML', 'Laravel', 'ReactJS', 'MySQL', 'PHP', 'S.O.L.I.D']",Sênior,Remoto,CLT,8.000,HTML,Laravel,ReactJS,MySQL,PHP,S.O.L.I.D,,,,,,
"Vencida, Programador(a) de Sistemas Java Pleno","Git,Java,JavaScript","Talent Group,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['Git', 'Java', 'JavaScript']",Pleno,Remoto,CLT,,Git,Java,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno - .Net, Python e/ou js/node","JavaScript,Node.js,Python","Bizpoke,Remoto,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora","['JavaScript', 'Node.js', 'Python']",Pleno,Remoto,CLT / PJ,,JavaScript,Node.js,Python,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno","Angular,ASP.NET,C#,HTML,JavaScript,MongoDB","Serget Mobilidade Viária,Remoto,Pequena/média empresa,Até R$10.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Angular', 'ASP.NET', 'C#', 'HTML', 'JavaScript', 'MongoDB']",Pleno,Remoto,CLT / PJ,10.000,Angular,ASP.NET,C#,HTML,JavaScript,MongoDB,,,,,,
"Vencida, Pessoa Dev Mobile - React Native/ Pleno - Remoto","ReactJS,React Native,Redux","YOURS BANK,Remoto,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['ReactJS', 'React Native', 'Redux']",Pleno,Remoto,PJ,8.000,ReactJS,React Native,Redux,,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile React/Flutter","Flutter,React Native,SQL Server","Working Plus,Rio de Janeiro, Rio de Janeiro, Brasil,Grande empresa,Até R$3.000,Júnior,CLT,Não aceita candidatos de fora","['Flutter', 'React Native', 'SQL Server']",Não especificado,Não Remoto,CLT,3.000,Flutter,React Native,SQL Server,,,,,,,,,
"Vencida, Software Developer . Net","Azure,C#,.NET","Keeptalent,Remoto,Pequena/média empresa,Até R$12.000,Pleno,CLT,Aceita candidatos de fora","['Azure', 'C#', '.NET']",Não especificado,Remoto,CLT,12.000,Azure,C#,.NET,,,,,,,,,
"Vencida, Dev Front-End React","CSS,Git,HTML,JavaScript,ReactJS","On The Go,Remoto,Startup,Até R$8.000,Sênior,PJ,Aceita candidatos de fora","['CSS', 'Git', 'HTML', 'JavaScript', 'ReactJS']",Não especificado,Remoto,PJ,8.000,CSS,Git,HTML,JavaScript,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Web Pleno","Java,JavaScript,.NET,SQL,Web Services,XML","EvolveIT,Campinas, São Paulo, Brasil,Pequena/média empresa,Pleno,PJ,Não aceita candidatos de fora","['Java', 'JavaScript', '.NET', 'SQL', 'Web Services', 'XML']",Pleno,Não Remoto,PJ,,Java,JavaScript,.NET,SQL,Web Services,XML,,,,,,
"Vencida, Desenvolvedor(a) C# Pleno","C#,.NET,SQF,SQL Server,Testes unitários","Weservice,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Pleno,CLT,Não aceita candidatos de fora","['C#', '.NET', 'SQF', 'SQL Server', 'Testes unitários']",Pleno,Não Remoto,CLT,10.000,C#,.NET,SQF,SQL Server,Testes unitários,,,,,,,
"Vencida, Desenvolvedor(a) de Front-End","CSS,JavaScript,PHP,HTML","YASLIP TELEINFORMATICA LTDA,Guarulhos, São Paulo, Brasil,Pequena/média empresa,Até R$1.500,Júnior,CLT,Não aceita candidatos de fora","['CSS', 'JavaScript', 'PHP', 'HTML']",Não especificado,Não Remoto,CLT,1.500,CSS,JavaScript,PHP,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Sênior","NextJS,Node.js,TypeScript","BR Media Group,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['NextJS', 'Node.js', 'TypeScript']",Sênior,Remoto,PJ,12.000,NextJS,Node.js,TypeScript,,,,,,,,,
"Vencida, Desenvolvedor(a) C# Fullstack Pleno - Remoto","API,ASP.NET Core,Azure,C#,Entity framework,Git","GridWeb Tecnologia,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['API', 'ASP.NET Core', 'Azure', 'C#', 'Entity framework', 'Git']",Pleno,Remoto,PJ,7.000,API,ASP.NET Core,Azure,C#,Entity framework,Git,,,,,,
"Vencida, Pessoa Desenvolvedora Front-end (VueJS | Tailwind | TypeScript)","Git,JavaScript,TypeScript,Vue.js","Duotalk,Remoto,Startup,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['Git', 'JavaScript', 'TypeScript', 'Vue.js']",Não especificado,Remoto,PJ,5.000,Git,JavaScript,TypeScript,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) Delphi 10","Delphi,desktop,PHP","Grupo Andrade Abreu,Campo Grande, Mato Grosso do Sul, Brasil,Pequena/média empresa,Até R$2.000,Pleno,CLT,Aceita candidatos de fora","['Delphi', 'desktop', 'PHP']",Não especificado,Não Remoto,CLT,2.000,Delphi,desktop,PHP,,,,,,,,,
"Vencida, Desenvolvimento Web Plataforma .NET, Linguagem C#, MVC, HTML, CSS, Visual Studio e SQL Server. ","CSS,HTML,SQL Server,ASP.NET,C#,JavaScript","SPOBRAS,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'HTML', 'SQL Server', 'ASP.NET', 'C#', 'JavaScript']",Não especificado,Não Remoto,CLT,7.000,CSS,HTML,SQL Server,ASP.NET,C#,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) .Net Sênior","C#,C++,.NET,PHP,SQL Server","Kinp,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora","['C#', 'C++', '.NET', 'PHP', 'SQL Server']",Sênior,Não Remoto,CLT,12.000,C#,C++,.NET,PHP,SQL Server,,,,,,,
"Vencida, Desenvolvedor(a) Web Pleno","Vue.js,SQL,RESTful,PHP,Laravel,API","DANTEL Negócios e Serviços em TI EIRELI,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ / CLT,Aceita candidatos de fora","['Vue.js', 'SQL', 'RESTful', 'PHP', 'Laravel', 'API']",Pleno,Remoto,PJ / CLT,5.000,Vue.js,SQL,RESTful,PHP,Laravel,API,,,,,,
"Vencida, Desenvolvedor(a) (PHP / CakePHP / Ionic / Angular)","Angular,CakePHP,Ionic,Node.js,PHP","4TH DIMENSION SOLUTIONS LTDA,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['Angular', 'CakePHP', 'Ionic', 'Node.js', 'PHP']",Não especificado,Remoto,PJ,5.000,Angular,CakePHP,Ionic,Node.js,PHP,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Sênior ","CSS,Java,ReactJS,SQL","JEXPERTS TECNOLOGIA SA,Florianópolis, Santa Catarina, Brasil,Pequena/média empresa,Até R$8.000,Sênior,CLT / PJ,Aceita candidatos de fora","['CSS', 'Java', 'ReactJS', 'SQL']",Sênior,Não Remoto,CLT / PJ,8.000,CSS,Java,ReactJS,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) Javascript / Vue.js - Pleno","Vue.js,CSS,Google Cloud,JavaScript,SCSS","Swiss Vision,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['Vue.js', 'CSS', 'Google Cloud', 'JavaScript', 'SCSS']",Pleno,Remoto,PJ,5.000,Vue.js,CSS,Google Cloud,JavaScript,SCSS,,,,,,,
"Vencida, Desenvolvedor(a) NodeJS","Cloud,Docker,Node.js,TypeScript","OnlineApp,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['Cloud', 'Docker', 'Node.js', 'TypeScript']",Não especificado,Remoto,PJ,,Cloud,Docker,Node.js,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack NodeJS/Angular Sênior","Angular,Blockchain,Docker,MongoDB,NextJS,Node.js","Inkluziva,Brasília, Distrito Federal, Brasil,Pequena/média empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora","['Angular', 'Blockchain', 'Docker', 'MongoDB', 'NextJS', 'Node.js']",Sênior,Não Remoto,PJ,,Angular,Blockchain,Docker,MongoDB,NextJS,Node.js,,,,,,
"Vencida, Desenvolvedor(a) PHP","JavaScript,Laravel,Node.js,PHP,Symfony","Ateliê de Propaganda,São Paulo, São Paulo, Brazil,Pequena/média empresa,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora","['JavaScript', 'Laravel', 'Node.js', 'PHP', 'Symfony']",Não especificado,Não Remoto,PJ,6.000,JavaScript,Laravel,Node.js,PHP,Symfony,,,,,,,
"Vencida, Desenvolvedor(a) .NET Front-End","API,ASP.NET,C#,JavaScript,Angular,Node.js","MD Delivery Transportes Ltda,São Paulo, São Paulo, Brasil,Grande empresa,Até R$10.000,Pleno,CLT / PJ,Aceita candidatos de fora","['API', 'ASP.NET', 'C#', 'JavaScript', 'Angular', 'Node.js']",Não especificado,Não Remoto,CLT / PJ,10.000,API,ASP.NET,C#,JavaScript,Angular,Node.js,,,,,,
"Vencida, Desenvolvedor(a) Mobile","Android Studio,SQLite,API,Flutter,Git,React Native","MD Delivery Transportes Ltda,São Paulo, São Paulo, Brasil,Grande empresa,Até R$10.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Android Studio', 'SQLite', 'API', 'Flutter', 'Git', 'React Native']",Não especificado,Não Remoto,CLT / PJ,10.000,Android Studio,SQLite,API,Flutter,Git,React Native,,,,,,
"Vencida, Desenvolvedor(a) React Pleno","CSS,HTML,ReactJS,React Native,TypeScript,Styled-Components","WeFit,Remoto,Pequena/média empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'HTML', 'ReactJS', 'React Native', 'TypeScript', 'Styled-Components']",Pleno,Remoto,PJ,10.000,CSS,HTML,ReactJS,React Native,TypeScript,Styled-Components,,,,,,
"Vencida, Desenvolvedor(a) Fullstack .Net e React",".NET,ReactJS,Azure","Deal Tecnologies,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['.NET', 'ReactJS', 'Azure']",Não especificado,Remoto,CLT,,.NET,ReactJS,Azure,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PJ","Cloud,JavaScript,MySQL,C#","Collinson Consultoria em Fidelização Ltda.,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['Cloud', 'JavaScript', 'MySQL', 'C#']",Não especificado,Remoto,PJ,,Cloud,JavaScript,MySQL,C#,,,,,,,,
"Vencida, Desenvolvedor(a) Angular + Java","Angular,API,Java,SQL","Presence Serviços,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora","['Angular', 'API', 'Java', 'SQL']",Não especificado,Remoto,PJ,,Angular,API,Java,SQL,,,,,,,,
"Vencida, Programador(a) Delphi Sênior","Delphi,SQL,API","Presence Serviços,Remoto,Startup,Até R$12.000,Sênior,PJ,Aceita candidatos de fora","['Delphi', 'SQL', 'API']",Sênior,Remoto,PJ,12.000,Delphi,SQL,API,,,,,,,,,
"Vencida, Desenvolvedor(a) Angular / Python Pleno","Angular,Python,JavaScript","Anne Solutions,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['Angular', 'Python', 'JavaScript']",Pleno,Não Remoto,CLT,6.000,Angular,Python,JavaScript,,,,,,,,,
"Vencida, Estagiário(a) WP","CSS,HTML,WordPress","ProcessDev,Remoto,Pequena/média empresa,Até R$1.000,Júnior,Estágio,Aceita candidatos de fora","['CSS', 'HTML', 'WordPress']",Não especificado,Remoto,Estágio,1.000,CSS,HTML,WordPress,,,,,,,,,
"Vencida, Estagiário(a) WP","CSS,HTML,WordPress","ProcessDev,Remoto,Pequena/média empresa,Até R$1.000,Júnior,Estágio,Aceita candidatos de fora","['CSS', 'HTML', 'WordPress']",Não especificado,Remoto,Estágio,1.000,CSS,HTML,WordPress,,,,,,,,,
"Vencida, Senior Full Stack Developer","CSS,Docker,JavaScript,Node.js,TypeScript,Angular","soulsys,Campinas, São Paulo, Brasil,Startup,Até R$12.000,Sênior,PJ,Não aceita candidatos de fora","['CSS', 'Docker', 'JavaScript', 'Node.js', 'TypeScript', 'Angular']",Não especificado,Não Remoto,PJ,12.000,CSS,Docker,JavaScript,Node.js,TypeScript,Angular,,,,,,
"Vencida, Desenvolvedor(a) de Software Pleno","PostgreSQL,SQL,DevOps,JavaScript,NoSQL,Node.js","PADO S.A,Cambé, Paraná, Brasil,Grande empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora","['PostgreSQL', 'SQL', 'DevOps', 'JavaScript', 'NoSQL', 'Node.js']",Pleno,Não Remoto,PJ,10.000,PostgreSQL,SQL,DevOps,JavaScript,NoSQL,Node.js,,,,,,
"Vencida, Desenvolvedor(a) Full Stack (React e C#)","C#,Git,NoSQL,ReactJS,SQL","SMGBit,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['C#', 'Git', 'NoSQL', 'ReactJS', 'SQL']",Não especificado,Remoto,CLT,,C#,Git,NoSQL,ReactJS,SQL,,,,,,,
"Vencida, Pessoa Desenvolvedora Web ASP.NET MVC/API",".NET,SQL,C#,JavaScript,RESTful","2morrow Sports,Ribeirão Preto, São Paulo, Brasil,Startup,Pleno,CLT / PJ,Aceita candidatos de fora","['.NET', 'SQL', 'C#', 'JavaScript', 'RESTful']",Não especificado,Não Remoto,CLT / PJ,,.NET,SQL,C#,JavaScript,RESTful,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior","Java,JSF,React Native,SQL Server","Synchro Soluções fiscais,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora","['Java', 'JSF', 'React Native', 'SQL Server']",Sênior,Não Remoto,CLT,10.000,Java,JSF,React Native,SQL Server,,,,,,,,
"Vencida, Pessoa Desenvolvedora Backend PHP Pleno","JavaScript,Laravel,PHP,PostgreSQL,SCRUM","Camila Motta Consultoria,São Luís, Maranhão, Brasil,Pequena/média empresa,Até R$7.000,Pleno,PJ,Não aceita candidatos de fora","['JavaScript', 'Laravel', 'PHP', 'PostgreSQL', 'SCRUM']",Pleno,Não Remoto,PJ,7.000,JavaScript,Laravel,PHP,PostgreSQL,SCRUM,,,,,,,
"Vencida, Full-Stack Java Developer - REF 102 - 13","Angular,AWS S3,Java,JavaScript,MongoDB","Xogito Group,Remoto,Pequena/média empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora","['Angular', 'AWS S3', 'Java', 'JavaScript', 'MongoDB']",Não especificado,Remoto,PJ,,Angular,AWS S3,Java,JavaScript,MongoDB,,,,,,,
"Vencida, Desenvolvedor(a) Frontend Pleno","Angular,JavaScript,ReactJS","Tour House,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['Angular', 'JavaScript', 'ReactJS']",Pleno,Remoto,PJ,,Angular,JavaScript,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) .NET Sênior","Azure,.NET,SQL","TECNOSINC DO BRASIL,São Paulo, São Paulo, Brasil,Startup,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Azure', '.NET', 'SQL']",Sênior,Não Remoto,CLT / PJ,15.000,Azure,.NET,SQL,,,,,,,,,
