nome,tecnologia,outrosDetalhes
"Vencida, Arquitecto Amazon Web Services","AWS S3,Cloud,DevOps","Bidea Factory ,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET Júnior","ASP.NET MVC,C#,JavaScript,SQL Server","Escritório inteligente,Jundiaí, São Paulo, Brasil,Pequena/média empresa,Até R$2.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Arquiteto(a) de Software ","DevOps,Node.js,ReactJS,Vue.js","Aline dos Passos ,Remoto,Pequena/média empresa,Até R$12.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Pleno - Inglês Fluente","API,Docker,Git,Hibernate,Java,Spring Boot","SESATECH,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full-Stack Sênior","Node.js,PHP,Python,CSS,JavaScript,Vue.js","DOK Despachante,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end Sênior","API,CSS,JavaScript,Vue.js","DOK Despachante,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET - PL","ASP.NET MVC,C#,Git,jQuery,.NET MVC,SQL Server","Agrometrika,Vinhedo, São Paulo, Brasil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET - JR","ASP.NET MVC,C#,Git,jQuery,.NET MVC,SQL Server","Agrometrika,Vinhedo, São Paulo, Brasil,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Angular 8+ Sênior","Angular,API,CSS,HTML,SCSS,TypeScript","Umbrella Talent ,São Paulo, São Paulo, Brasil,Startup,Até R$12.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Arquiteto(a) Google Cloud Platform","Azure,DevOps,Google Cloud,kubernetes,SQL","Bidea Factory ,Remoto,Pequena/média empresa,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python + Fastapi","MongoDB,PostgreSQL,Python","ECWSA S/A,São Paulo, São Paulo, Brasil,Startup,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Sistemas C C++ PL ","C,C++,Linux","Presence Serviços,Pato Branco, Paraná, Brasil,Startup,Até R$15.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PowerBuilder","PowerBuilder,SQL,SQL Server","Betha Sistemas,Remoto,Pequena/média empresa,Até R$6.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Programador(a) com Experiência em Codeigniter 4 e Front-end","CodeIgniter,CSS,HTML,JavaScript,MySQL,PHP","Dygo,Belo Horizonte, Minas Gerais, Brasil,Pequena/média empresa,Até R$3.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Flutter","API,Flutter,RESTful,Vue.js","ECWSA S/A,São Paulo, São Paulo, Brasil,Startup,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP + Laravel e CodeIgniter","CodeIgniter,jQuery,Laravel,PHP","Data Systems Softwares,Remoto,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End Jr. (Estágio)","Express,Git,Node.js,PostgreSQL,TypeScript","Innovation Servicos digitais,Remoto,Startup,Até R$1.500,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Back End Golang Senior","C,C++,Go","Brick Abode,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, DevSecOps Pleno","API,AWS RDS (Relational Database Service),Cloud,DevOps,kubernetes,SCRUM","FindMe Technology,Remoto,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack PHP/Blade","CSS,JavaScript,PHP,ReactJS,SCRUM,Laravel","Adgency Digital,Fortaleza, Ceará, Brasil,Pequena/média empresa,Até R$6.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end REACT I Pleno I Plataforma de MKT PLACE","API,Git,HTML,JavaScript,ReactJS,React Native","MERCADO PARTS,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Sênior","Java,PostgreSQL,Spring Boot","PUBLICAÇÕES ONLINE,Remoto,Pequena/média empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Senior iOS Engineer (Remote)","API,iOS,Swift","Skipp.dev | Remote work - Enable of Future!,Remoto,Grande empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET Pleno","API,Git,.NET,.NET Core,NextJS,Node.js","Hubsell Desenvolvimento de Soluções S.A.,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Líder DevOPs GCP","DevOps,Google Cloud,kubernetes,Google Analytics,Google Web Toolkit,HTML","Bidea Factory ,Remoto,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) DE MACHINE LEARNING / VISÃO COMPUTACIONAL","C++,Machine learning,Node.js,Python,TensorFlow","KASCO P&D Tecnologia,Campinas, São Paulo, Brasil,Pequena/média empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back End Pleno","AWS EC2 (Elastic Compute Cloud),C#,JavaScript","Publimovel Negocios Imobiliarios LTDA,Remoto,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End - Pleno","CSS,HTML,ReactJS","Publimovel Negocios Imobiliarios LTDA,São Paulo, São Paulo, Brasil,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Pleno","iOS,React Native,Android Studio","Publimovel Negocios Imobiliarios LTDA,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C# Pleno","Web API,C#,Node.js","Umbrella Talent ,São Paulo, São Paulo, Brasil,Startup,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PJ Front-End Vue.Js Pleno [PRO-118 #93]","HTML,CSS,Cypress.io,Docker,TypeScript,Vue.js","iNNOVEA HUB,Remoto,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Golang Sênior  ","Go,Testes automatizados,Testes unitários","Heart Recruiter ,Remoto,Startup,Até R$15.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida,  Developer Sr - Drupal","Drupal,HTML,JavaScript,PHP,CSS","Presence Serviços,Remoto,Startup,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-end (JAVA)","Cloud,Java,JUnit,MongoDB,RabbitMQ,Spring","Nexmuv,Remoto,Pequena/média empresa,Até R$15.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby Pleno","Ruby on Rails,JavaScript,MariaDB,RPM Spec,Ruby","MOLTRIO TECNOLOGIA LTDA,Remoto,Startup,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End - Angular ","JavaScript,TypeScript,Angular,HTML,Java","Nexmuv,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$12.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Pleno","API,Azure,Java,MySQL,RESTful,Spring Boot","Talent Group,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Fullstack Sênior","PHP,ReactJS,WordPress","Inpsyde gmHb,Remoto,Grande empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Flutter Sênior","Clean,Flutter,Git,Java,MVC,SCRUM","Talent Group,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End SR","Angular,CSS,Git,JavaScript,Spring MVC","Talent Group,Remoto,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack SR","Angular,Java,Linux,Spring Boot,API,Docker","Talent Group,Remoto,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno (Presencial)","Node.js,Elasticsearch,Firebase","KAZAKI ATIVIDADES DE COMUNICACAO LTDA,Atibaia, São Paulo, Brasil,Startup,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Pleno","RabbitMQ,SQL,Angular,Java,PostgreSQL","Betha Sistemas,Remoto,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno (Remoto)","Elasticsearch,Firebase,Node.js","KAZAKI ATIVIDADES DE COMUNICACAO LTDA,Remoto,Startup,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Azure Data Engineer ","Azure,Python,SQL,Data science","Bemax Group, LLC,Remoto,Grande empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Full-Stack","RabbitMQ,Laravel,MySQL,API,Node.js,PHP","Log Manager,Remoto,Startup,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","Kanban,SCRUM,Linux,Node.js,ReactJS,Unix","Penseapp - Desenvolvimento de softwares, startups e transformação digital.,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Arquiteto(a) de Sistemas ","AWS EC2 (Elastic Compute Cloud),Clean Code,Java","Deal Tecnologies,Remoto,Pequena/média empresa,Até R$15.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP - Pleno (Presencial)","Laravel,PostgreSQL,MySQL,PHP,Git,Vue.js","VT Soluções,Porto Alegre, Rio Grande do Sul, Brasil,Pequena/média empresa,Até R$3.500,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) - Angular Sênior","Angular,Docker,Git","Talent Group,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP - Júnior (Presencial)","Git,Laravel,MySQL,PHP,PostgreSQL","VT Soluções,Porto Alegre, Rio Grande do Sul, Brasil,Pequena/média empresa,Até R$2.500,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) FullStack Pleno","API,HTML,JavaScript,Python,SQL","Greenole - IoT Solutions,Remoto,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Júnior","PHP,CSS,HTML,JavaScript,jQuery,MySQL","Grupo Massa,Curitiba, Paraná, Brasil,Grande empresa,Até R$5.000,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) de Aplicações Web com Experiência em React.js","CSS,Figma,HTML,JavaScript,ReactJS,RESTful","LF CONNECT,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Developer Back-end","API,JavaScript,JSON,Node.js,RESTful,TypeScript","Onboard Mobility,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Pleno","Laravel,Node.js,PHP,ReactJS,React Native","Starmade Tecnologia,Rio de Janeiro, Rio de Janeiro, Brasil,Pequena/média empresa,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Elixir Sênior","AWS EC2 (Elastic Compute Cloud),AWS S3,Elixir,Phoenix,PostgreSQL,RESTful","Equipe Certa,Remoto,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Fullstack (Python + React) Sênior | Especialista","SQLite,CSS,HTML,PostgreSQL,Python,ReactJS","TRIARH,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End - NodeJS","MongoDB,Node.js,PostgreSQL,AdonisJS","Mentat Solutions,Remoto,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Estagiário(a) Full Stack ","JavaScript,Laravel,Linux,MySQL,PHP,Vue.js","Associação Nacional dos Advogados Públicos Federais - ANAFE,Brasília, Distrito Federal, Brasil,Pequena/média empresa,Até R$1.000,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Sênior ","Machine learning,Python,SCRUM","LienTech,Fortaleza, Ceará, Brasil,Startup,Até R$10.000,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor (a) C# Sênior","AWS EC2 (Elastic Compute Cloud),AWS S3,C#,Docker,.NET,RESTful","Equipe Certa,Remoto,Startup,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web PHP / Laravel / CSS - Remoto (Sênior)","PHP,Git,MySQL,Laravel","Investidor10,Remoto,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Technical Lead  ","Angular,Node.js,Vue.js","Skipp.dev | Remote work - Enable of Future!,Remoto,Grande empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Pleno","Angular,PHP,React Native","Starmade Tecnologia,Remoto,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java SR","Java,Spring,Spring Boot","Solulab,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Full Stack, Acompanhar Projeto Web e Mobile, Home Office, Tempo Parcial","Figma,Flutter,Java,Python,React Native","Carol Festas,Remoto,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net",".NET,Entity framework,JavaScript,ASP.NET MVC","Vidi,Remoto,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile - Flutter","AWS EC2 (Elastic Compute Cloud),AWS S3,DevOps,Flutter,MVVM,Node.js","Toro Investimentos,Remoto,Grande empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) ASPX Pleno","Bootstrap,JavaScript,jQuery,.NET,ORACLE,SQL Server","IFtech Desenvolvimento de Sistemas Web Ltda,Campo Largo, Paraná, Brasil,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Frontend Pleno - Mobile - Remoto","NextJS,ReactJS,React Native","Plastika TWY Produtos Digitais,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, VueJS Developer Senior ","Vue.js,Git,JavaScript","Skipp.dev | Remote work - Enable of Future!,Remoto,Grande empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida,  Desenvolvedor(a) Totvs Protheus - Advpl","SQL,AgilePHP,Angular,ADVPL","Drugovich ,Maringá, Paraná, Brasil,Grande empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Estágio em Desenvolvimento Web","CSS,HTML,MySQL,Node.js,PHP,ReactJS","Mandarin,Remoto,Pequena/média empresa,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Engenheiro(a) Eletricista, de Computação ou de Automação Sênior","API,C,C++","Conceptu - Protótipos e Sistemas,Porto Alegre, Rio Grande do Sul, Brasil,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Native - Júnior","Android,API,Git,iOS,React Native","Solluti Tecnologias,Remoto,Pequena/média empresa,Até R$3.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Laravel/Vue Pleno ","Laravel,MySQL,Vue.js","Properfy,Remoto,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) VueJs - Júnior","Git,HTML,JavaScript,Vue.js,CSS","Solluti Tecnologias,Remoto,Pequena/média empresa,Até R$2.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Senior C# + React Developer","API,.NET,ReactJS,C#","Skipp.dev | Remote work - Enable of Future!,Remoto,Grande empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile Sênior","Android,Git,iOS,React Native","Conceptu - Protótipos e Sistemas,Porto Alegre, Rio Grande do Sul, Brasil,Pequena/média empresa,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Tech Lead - NodeJS","API,JavaScript,Node.js","Solulab,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, ARQUITETO(A) DE INFRA-ESTRUTURA","CSS,HTML,JavaScript,PHP","MJV tecnologia e inovação,São Paulo, São Paulo, Brasil,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) WordPress/PHP ~ Simphony","API,CSS,HTML,PHP,Laravel","Solulab,Natal, Rio Grande do Norte, Brasil,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C#","Angular,AWS EC2 (Elastic Compute Cloud),C#,Cloud,.NET,.NET Core","Toro Investimentos,Remoto,Grande empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Remote Tech Lead (Part-Time)","Android,Java,Node.js,React Native,Swift","Skipp.dev | Remote work - Enable of Future!,Remoto,Grande empresa,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Pleno","Git,JavaScript,Python","Kanegae e Gouvea Consultoria de RH,Rio de Janeiro, Rio de Janeiro, Brasil,Pequena/média empresa,Até R$6.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Senior Full Stack (.NET + JS/Vue.js) Developer","JavaScript,.NET,Vue.js","DataArt,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Team/Tech Lead (Node.js)","Jenkins ,kubernetes,MongoDB,Node.js,Redis","AltexSoft,Remoto,Pequena/média empresa,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Senior Frontend Developer","Express,MongoDB,Node.js,ReactJS,TypeScript","Seedify,Remoto,Startup,Até R$15.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back End Java ","Java,Spring,Testes unitários","Go.k Digital,Remoto,Pequena/média empresa,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Backend PHP e Wordpress","Git,HTML,MySQL,PHP,SQL,WordPress","Coffee Code,Remoto,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Pleno","Java,JavaScript,Docker,Spring","LogPyx,Belo Horizonte, Minas Gerais, Brasil,Startup,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Python Team Lead","Python,AWS EC2 (Elastic Compute Cloud),SQL","DataArt,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Senior Data Engineer","AWS EC2 (Elastic Compute Cloud),Python,SPARQL","DataArt,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Swift Sênior","API,Design Pattern,iOS,MVVM,Objective-C,Swift","Sashi Ads,Remoto,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Senior Java Engineer, Investment Management Solution","API,Java,kubernetes","DataArt,Remoto,Grande empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Pleno","CodeIgniter,jQuery,Laravel,MySQL,PHP","Agência NNI ,Curitiba, Paraná, Brazil,Pequena/média empresa,Até R$6.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Júnior","CodeIgniter,HTML,Laravel,MySQL,PHP","Agência NNI ,Curitiba, Paraná, Brazil,Pequena/média empresa,Até R$3.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) Java Pleno","Angular,Java,Spring Boot","Talent Group,Remoto,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP / Laravel","Laravel,MySQL,PHP","CEGH Tecnologias Educacionais,Remoto,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Pleno","API,Google Cloud,Python,SQL","NG7 CONSULTORIA,Salvador, Bahia, Brasil,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net + Angular","Angular,.NET,ORACLE,Serverless","Ventron Informática Ltda,Remoto,Startup,Até R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) FullStack NodeJs e VueJs Sênior","Angular,Node.js,ReactJS,Vue.js","Miner Tecnologia ,Criciúma, Santa Catarina, Brasil,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Full Stack PHP Sênior","Bootstrap,Docker,Laravel,Linux,MySQL,PHP","Miner Tecnologia ,Criciúma, Santa Catarina, Brasil,Pequena/média empresa,Até R$7.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, ECS | Pessoa Desenvolvedora Backend Sênior - Golang (Remoto)","DynamoDB,Elasticsearch,Git,Go,Jenkins ,PostgreSQL","PagueVeloz,Remoto,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Programador(a) ADVPL Sênior","ADVPL,ERP,MySQL","Miner Tecnologia ,Criciúma, Santa Catarina, Brasil,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Pleno (React & JAVA)","Java,JavaScript,MySQL,ReactJS,Spring Boot","Qikserve,Remoto,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Fullstack Pleno","Laravel,MySQL,Node.js,ReactJS,React Native,TypeScript","SIGNOWEB,Remoto,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, PV | Especialista de Desenvolvimento de Software I (Remoto)","C#,Docker,HTTP,kubernetes,.NET,SQL","PagueVeloz,Remoto,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","Angular,Java,Spring Boot","Ventron Informática Ltda,Remoto,Startup,Até R$10.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) em Delphi Media ","desktop,Delphi,Firebird","millennium tecnologia,Remoto,Pequena/média empresa,Até R$1.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Pl","Git,NumPy,Pandas,Python","Karhub,São Paulo, São Paulo, Brasil,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Sênior","Java,SCRUM,SQL","Kinp,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$18.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Jr","Git,NumPy,Pandas,Python,SQL","Karhub,São Paulo, São Paulo, Brasil,Startup,Até R$5.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) ASP.NET C# Pleno","C#,SQL,ASP.NET MVC,CSS,HTML,Git","Sinctec Sistemas LTDA,São Paulo, São Paulo, Brasil,Pequena/média empresa,Até R$7.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web - Junior [Presencial] ARACAJU - SE","Java,JavaScript,SQL,HTML","Gol Software,Aracaju, Sergipe, Brazil,Pequena/média empresa,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Analista Programador(a) Java Sênior","Angular,DevOps,EJB,Hibernate,Java,JSF","Datainfo,Remoto,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C# Sênior","JavaScript,JSON,Kanban,C#,CSS,HTML","EI SOLUÇÕES INTELIGENTES,Campo Grande, Mato Grosso do Sul, Brasil,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
